-10,100
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-7,0,0,0,0,0,0,0,0,0
-7,0,0,0,0,0,0,0,0,0
-7,0,0,0,0,0,0,0,0,0
-7,0,0,0,0,0,0,0,0,0
-7,0,0,0,0,0,0,0,0,0
-7,0,0,0,0,0,0,-8,0,0
-4,0,0,0,0,0,0,-8,0,0
-4,0,0,0,0,0,0,-8,0,0
-4,0,0,0,0,0,0,-8,0,0
-4,0,0,0,0,0,0,-8,0,0
-4,0,0,0,0,0,0,-8,0,0
-4,0,0,0,0,0,0,24,0,0
-4,0,0,0,0,0,0,24,0,0
-4,0,0,0,0,0,0,24,0,0
-4,0,0,0,0,0,0,24,0,0
-4,0,0,0,0,0,0,24,0,0
-4,0,0,0,0,0,0,24,0,0
-4,0,0,0,0,0,0,24,0,0
-4,0,0,0,0,0,0,24,0,0
-5,0,0,0,0,0,0,24,0,0
-5,0,0,0,0,0,0,24,0,0
-5,0,0,0,0,0,0,24,0,0
-5,0,0,0,0,0,0,24,-4,0
-5,0,0,0,0,0,0,24,-4,0
-5,0,0,0,0,0,0,24,-4,0
-4,0,0,0,0,0,0,24,-4,0
-4,0,0,0,0,0,0,24,-4,0
-4,0,0,0,0,0,0,24,-4,0
-4,0,0,0,0,0,0,24,-3,0
-4,0,0,0,0,0,0,24,-3,0
-4,0,0,0,0,0,0,24,-3,0
-3,0,0,0,0,0,0,24,-3,0
-3,0,0,0,0,0,0,24,-3,0
-3,0,0,0,0,0,0,24,-3,0
-3,0,0,0,0,0,0,24,-3,0
-3,0,0,0,0,0,0,24,-3,0
-3,0,0,0,0,0,0,24,-3,0
86,0,0,0,0,0,0,24,-3,0
86,0,0,0,0,0,0,24,-3,0
86,0,0,0,0,0,0,24,-3,0
86,0,0,0,0,0,0,24,-3,0
86,0,0,0,0,0,0,24,-3,0
86,0,0,0,0,0,0,24,-3,0
86,0,0,0,0,0,0,24,-4,0
86,0,0,0,0,0,0,-7,-4,0
86,0,0,0,0,0,0,-7,-4,0
86,0,0,0,0,0,0,-7,-4,0
86,0,0,0,0,0,0,-7,-4,0
86,0,0,0,0,0,0,-7,-4,0
86,0,0,0,0,0,0,-7,93,0
86,0,0,0,0,0,0,5,93,0
86,0,0,0,0,0,0,5,93,0
86,0,0,0,0,0,0,5,93,0
86,0,0,0,0,0,0,5,93,0
86,0,0,0,0,0,0,5,93,0
86,-1,0,0,0,0,0,5,93,0
86,-1,0,0,0,0,0,-6,93,0
86,-1,0,0,0,0,0,-6,93,0
86,-1,0,0,0,0,0,-6,93,0
86,-1,0,0,0,0,0,-6,93,0
86,-1,0,0,0,0,0,-6,93,0
86,-1,0,0,0,0,0,-6,93,0
86,-1,0,0,0,0,0,-3,93,0
86,95,0,0,0,0,0,-3,93,0
86,95,0,0,0,0,0,-3,93,0
86,95,0,0,0,0,0,-3,93,0
86,95,0,0,0,0,0,-3,93,0
86,95,0,0,0,0,0,-3,93,0
86,95,0,0,0,0,0,-2,93,0
86,95,0,0,0,0,0,-2,93,0
86,95,0,0,0,0,0,-2,93,0
